data-id,城市,景点,点评
176582,阜新县,瑞应寺,20
176582,阜新县,瑞应古寺,6
176582,阜新县,乌兰木图山风景区,3
176582,阜新县,海棠山风景区,1
176831,金山屯,金山鹿苑,16
176831,金山屯,九峰山养心谷景区,1
176831,金山屯,峰岩山寨旅游度假区,3
176831,金山屯,金山公园,2
176543,朝阳县,清风岭,7
176543,朝阳县,槐树洞,2
176543,朝阳县,喀喇沁右翼蒙古王陵,0
176543,朝阳县,七道岭滑雪场,0
11427,羊卓雍错,羊卓雍措,2579
21988,雍布拉康,雍布拉康,252
13518,泸州,黄荆老林,32
13518,泸州,尧坝古镇旅游区,41
13518,泸州,尧坝古镇,22
13518,泸州,天仙硐,30
13518,泸州,泸州方山,45
143563,西林（伊春）,没有,0
16007,东江湖,东江湖风景旅游区,2762
19579,米堆冰川,没有,0
176834,新青区,新青国家湿地公园,12
176813,上甘岭,溪水国家森林公园,31
19375,邛崃,平乐古镇,265
19375,邛崃,邛崃天台山国家森林公园,427
19375,邛崃,金鸡谷,98
19375,邛崃,邛崃文君井,35
19375,邛崃,临邛古城,33
17903,紫鹊界,没有,0
22405,杨木沟,没有,0
18191,雅鲁藏布大峡谷,没有,0
20364,尼洋河,没有,0
10833,莽山,莽山国家森林公园,1380
10833,莽山,猛坑石,13
176585,清河门,没有,0
18415,松潘,黄龙风景区,2317
18415,松潘,松潘古城,428
18415,松潘,川主寺,339
18415,松潘,七藏沟,37
18415,松潘,岷江源,99
15128,眉山,柳江古镇,185
15128,眉山,三苏祠博物馆,107
15128,眉山,瓦屋山,55
15128,眉山,峨眉半山七里坪温泉,23
15128,眉山,槽渔滩风景名胜区,20
143823,穆棱,穆棱花海,1
22090,南伊沟,没有,0
10826,巴松错,巴松错,640
10826,巴松错,新措,37
10826,巴松错,扎西岛,30
10826,巴松错,错宗工巴寺,10
10826,巴松错,湖心岛,9
18287,韭菜岭,韭菜岭,13
18287,韭菜岭,大泊水瀑布,8
18974,德阳,广汉三星堆博物馆,428
18974,德阳,德阳文庙,80
18974,德阳,石刻艺术墙,82
18974,德阳,雒城,17
18974,德阳,绵竹汉旺地震遗址,29
16008,崀山,骆驼峰,13
16004,马王堆,没有,0
18679,江油,李白故里,148
18679,江油,江油窦圌山景区,148
18679,江油,佛爷洞,70
18679,江油,养马峡风景区,35
18679,江油,观雾山森林公园,17
143889,东丰,南照山公园,3
143889,东丰,金霖森林公园滑雪场,1
64481,黑水,达古冰川,175
64481,黑水,奶子沟,60
64481,黑水,羊茸哈德,19
64481,黑水,卡龙沟风景区,34
64481,黑水,奶子沟村,6
64474,茂县,九鼎山(九顶山),160
64474,茂县,松坪沟,120
64474,茂县,中国古羌城,56
64474,茂县,叠溪海子,119
64474,茂县,太子岭滑雪场,39
174278,隆子县,没有,0
17927,扶苍山,没有,0
176927,长岭,没有,0
18371,永州阳明山,阳明山,31
18371,永州阳明山,阳明山国家森林公园,19
10133,武汉,武汉大学,3499
10133,武汉,户部巷小吃一条街,4225
10133,武汉,武汉东湖,2052
10133,武汉,昙华林,1879
10133,武汉,武汉长江大桥,3154
14767,黄龙溪,黄龙溪古镇,1332
27551,米拉山,米拉山口,1464
27551,米拉山,米拉山,488
10521,恩施,恩施大峡谷,663
10521,恩施,恩施土司城,405
10521,恩施,腾龙洞,299
10521,恩施,恩施土家女儿城,211
10521,恩施,鹿院坪,87
143829,依安,没有,0
176894,梨树（鸡西）,穆棱河,2
143825,拜泉,没有,0
23098,南迦巴瓦峰,没有,0
21261,米亚罗,米亚罗风景区,214
21261,米亚罗,八角碉藏寨,3
10489,神农架,神农顶风景区,423
10489,神农架,神农架国家地质公园官门山景区,152
10489,神农架,神农祭坛,140
10489,神农架,木鱼镇,91
10489,神农架,天燕景区,67
10490,宜昌,三峡人家风景区,544
10490,宜昌,清江画廊,326
10490,宜昌,三峡观坝风景区,541
10490,宜昌,三峡大坝,429
10490,宜昌,三峡大瀑布,227
176915,宝山（双鸭山）,没有,0
11257,武当山,金殿(金顶),530
11257,武当山,武当山,366
11257,武当山,太子坡,230
11257,武当山,紫霄宫,289
11257,武当山,南岩宫,210
176948,伊通县,伊通满族博物馆,1
176948,伊通县,大孤山,0
143835,青冈,没有,0
12427,北川,九皇山猿王洞,209
12427,北川,北川老县城地震遗址,206
12427,北川,绵阳药王谷,100
12427,北川,吴家后山,50
12427,北川,北川地震纪念馆,90
11239,贵阳,青岩古镇,1253
11239,贵阳,黔灵山公园,1295
11239,贵阳,贵阳花溪国家城市湿地公园,409
11239,贵阳,甲秀楼,1102
11239,贵阳,天河潭,454
143819,桦川,没有,0
143890,东辽,鴜鹭湖关东体验馆,1
143890,东辽,鴜鹭湖梯田花海,1
10705,三峡,三峡人家风景区,544
10705,三峡,三峡观坝风景区,541
10705,三峡,三峡大坝,429
10705,三峡,西陵峡口风景区,165
10705,三峡,三游洞,146
10381,黔东南,西江千户苗寨,2582
10381,黔东南,镇远古镇,2007
10381,黔东南,肇兴侗寨,584
10381,黔东南,郎德上寨,311
10381,黔东南,舞阳河,596
176807,带岭区,没有,0
14946,红原,红原月亮湾,217
14946,红原,瓦切塔林,151
14946,红原,俄么塘·花海景区,102
14946,红原,查真梁子(长江黄河分水岭),60
14946,红原,日干乔湿地公园,16
10787,襄阳,古隆中,309
10787,襄阳,襄阳唐城影视基地,63
10787,襄阳,襄阳古城墙,226
10787,襄阳,襄阳城,128
10787,襄阳,米公祠,81
13368,咸宁,三国赤壁古战场,137
13368,咸宁,九宫山,85
13368,咸宁,隐水洞地质公园,78
13368,咸宁,羊楼洞,19
13368,咸宁,潜山国家森林公园,42
11293,十堰,金殿(金顶),530
11293,十堰,武当山,366
11293,十堰,太子坡,230
11293,十堰,紫霄宫,289
11293,十堰,南岩宫,210
14238,遂宁,遂宁中国死海,101
14238,遂宁,中国观音故里．灵泉风景区,84
14238,遂宁,广德寺,61
14238,遂宁,龙凤古镇,39
14238,遂宁,遂宁灵泉寺,32
17807,笔架山,笔架山,555
11932,荔波,小七孔景区,1359
11932,荔波,茂兰喀斯特森林保护区,340
11932,荔波,大七孔景区,388
11932,荔波,荔波古镇,142
11932,荔波,水春河风景区,40
10085,黄果树瀑布景区,黄果树瀑布,2274
10085,黄果树瀑布景区,黄果树盆景园,232
10085,黄果树瀑布景区,冒水潭,68
10085,黄果树瀑布景区,坝陵河大桥,45
10085,黄果树瀑布景区,石头寨,42
14124,荆州,荆州古城,300
14124,荆州,荆州博物馆,174
14124,荆州,洈水风景区,26
14124,荆州,张居正故居,73
14124,荆州,荆州古城墙,158
14202,黄石,仙岛湖,35
14202,黄石,黄石国家矿山公园,51
14202,黄石,磁湖风景区,74
14202,黄石,东方山,43
14202,黄石,小雷山,18
21831,广安,华蓥山,102
21831,广安,邓小平纪念园,65
21831,广安,天意谷洞中天河,56
21831,广安,宝箴塞旅游区,11
21831,广安,神龙山巴人石头城,20
19608,西中岛,西中岛,55
22112,黄冈,麻城龟峰山风景区,156
22112,黄冈,罗田天堂寨,74
22112,黄冈,黄州东坡赤壁景区,79
22112,黄冈,湖北大别山主峰风景区,30
22112,黄冈,黄梅五祖寺,32
14753,镇远,镇远古镇,2007
14753,镇远,舞阳河,596
14753,镇远,和平村,241
14753,镇远,龙潭,114
14753,镇远,高过河景区,64
14484,西江,西江苗寨观景台,445
14484,西江,西江苗族博物馆,327
14484,西江,也东寨,46
14484,西江,西江夜景,15
14484,西江,赏江楼,43
63013,米易,二滩水电站,92
63013,米易,米易龙潭溶洞风景区,34
63013,米易,普威镇油菜花海,1
63013,米易,马鹿寨,1
21061,大长山岛,大长山岛,37
21061,大长山岛,长山岛跨海大桥,8
21061,大长山岛,黄金海岸浴场,2
13868,安顺,黄果树瀑布,2274
13868,安顺,龙宫景区,260
13868,安顺,天龙屯堡,182
13868,安顺,云峰屯堡风景名胜区,60
13868,安顺,儒林路,32
21589,黄陂,木兰天池,245
21589,黄陂,武汉木兰草原,51
21589,黄陂,木兰山,73
21589,黄陂,武汉木兰云雾山景区,67
21589,黄陂,锦里沟,47
176888,麻山,没有,0
15981,剑阁,剑门关风景区,295
15981,剑阁,剑门关天赐温泉,16
15981,剑阁,觉苑寺,5
15981,剑阁,剑门关国际温泉大酒店温泉中心,0
18587,防川,东方第一哨和望海阁,22
18587,防川,沙丘公园,11
18587,防川,洋馆坪路堤,26
18587,防川,莲花湖公园,8
10782,扎龙,扎龙自然保护区,463
10376,遵义,赤水大瀑布景区,444
10376,遵义,四洞沟景区,289
10376,遵义,丙安古镇,231
10376,遵义,佛光岩景区,184
10376,遵义,遵义会议会址,475
10786,随州,大洪山风景名胜区,64
10786,随州,中国千年银杏谷,45
10786,随州,随州炎帝神农故里风景区,41
10786,随州,曾侯乙墓,18
10786,随州,随州市文化公园,9
18703,连环湖,连环湖,12
18703,连环湖,阿木塔半岛旅游度假村,6
15274,巴中,光雾山风景区,104
15274,巴中,十八月潭,39
15274,巴中,米仓山国家森林公园,41
15274,巴中,光雾山小巫峡,14
15274,巴中,光雾山桃园景区,22
26923,郫县,成都川菜博物馆,72
26923,郫县,三道堰景区,33
26923,郫县,四川省鹿野苑私立石刻艺术...,11
26923,郫县,妈妈农庄,50
26923,郫县,望丛祠景区,23
35026,关门山,没有,0
16019,净月潭,净月潭国家森林公园,666
16019,净月潭,长影世纪城,582
16019,净月潭,吉林省东北虎园,29
15984,邛海,邛海风景区,1060
15984,邛海,青龙寺,52
15984,邛海,海滨公园,9
15984,邛海,邛海国家湿地公园,5
64069,利川,腾龙洞,299
64069,利川,利川清江古河床,39
64069,利川,鱼木寨,54
64069,利川,大水井古建筑群,32
64069,利川,龙船水乡,103
10275,梵净山,梵净山风景区,454
10275,梵净山,老金顶,96
10275,梵净山,蘑菇石,123
10275,梵净山,云舍村,46
10275,梵净山,一线天,68
30044,海洋岛,海洋岛,16
30044,海洋岛,哭娘顶,2
34802,崇州,街子古镇,487
34802,崇州,刘氏庄园博物馆,230
34802,崇州,建川博物馆聚落,147
34802,崇州,安仁古镇,171
34802,崇州,元通古镇,28
10046,赤水,赤水大瀑布景区,444
10046,赤水,四洞沟景区,289
10046,赤水,丙安古镇,231
10046,赤水,佛光岩景区,184
10046,赤水,遵义会议会址,475
19459,菊花岛,觉华岛,264
11254,兴义,万峰林,487
11254,兴义,马岭河大峡谷,441
11254,兴义,万峰湖,97
11254,兴义,马岭河峡谷,34
11254,兴义,兴义地质公园,21
39453,塞里岛,塞里岛,4
10474,凯里,郎德上寨,311
10474,凯里,郎德苗寨,165
10474,凯里,下司古镇,34
10474,凯里,季刀苗寨,76
10474,凯里,南花苗寨,49
25449,荆门,明显陵景区,68
25449,荆门,黄仙洞,25
25449,荆门,漳河风景区,35
25449,荆门,绿林美人谷,21
25449,荆门,莫愁湖,15
10014,青岩古镇,青岩背街,267
10014,青岩古镇,定广门,157
10014,青岩古镇,古道遗风,70
10014,青岩古镇,玄武门,95
10014,青岩古镇,周恩来父亲曾居地,91
143840,鹤峰,屏山峡谷,67
143840,鹤峰,躲避峡,19
143840,鹤峰,容美土司城遗址,141
143840,鹤峰,大面山,25
143840,鹤峰,八峰森林公园,17
21832,达州,凤凰山,38
21832,达州,八台山,24
21832,达州,賨人谷风景区,21
21832,达州,张爱萍故居,27
21832,达州,达县真佛山,35
14769,洛带古镇,西部客家博物馆,12
14769,洛带古镇,燃灯古寺,9
14769,洛带古镇,五凤楼,10
14769,洛带古镇,万年台,3
14769,洛带古镇,广东会馆,2
18166,花脖山,花脖山景区,8
13707,铜仁,梵净山风景区,454
13707,铜仁,大明边城,78
13707,铜仁,老金顶,96
13707,铜仁,蘑菇石,123
13707,铜仁,云舍村,46
17481,麻城,麻城龟峰山风景区,156
17481,麻城,麻城烈士陵园,14
17481,麻城,大别山瀑布群,5
17481,麻城,麻城杏花村,8
17481,麻城,孔庙,3
10103,肇兴,堂安梯田,19
10103,肇兴,仁团鼓楼,3
10103,肇兴,智团花桥,2
10103,肇兴,智团鼓楼,1
10103,肇兴,仁团花桥,0
12950,黔南,小七孔景区,1359
12950,黔南,茂兰喀斯特森林保护区,340
12950,黔南,大七孔景区,388
12950,黔南,平塘天眼景区,42
12950,黔南,荔波古镇,142
29378,莫斯卡,莫斯卡金龙寺,3
62065,孝感,钱冲古银杏国家森林公园,38
62065,孝感,金卉庄园,26
62065,孝感,双峰山国家森林公园,20
62065,孝感,董永公园,26
62065,孝感,白兆山李白文化旅游区,21
20556,拉法山,没有,0
64074,丹江口,金殿(金顶),530
64074,丹江口,太子坡,230
64074,丹江口,紫霄宫,289
64074,丹江口,南岩宫,210
64074,丹江口,武当之巅,329
23051,雪谷,亚布力阳光度假村,45
23051,雪谷,中国雪谷,960
23051,雪谷,雪乡,1153
23051,雪谷,亚布力新体委滑雪场,338
23051,雪谷,亚布力滑雪旅游度假区,452
10839,六盘水,乌蒙大草原,30
10839,六盘水,妥乐村,41
10839,六盘水,坡上草原,28
10839,六盘水,玉舍国家森林公园,34
10839,六盘水,韭菜坪,29
153088,达瓦更扎,夹金山风景区,90
153088,达瓦更扎,神木垒风景区,115
153088,达瓦更扎,夹金山垭口,35
153088,达瓦更扎,达瓦更扎,7
153088,达瓦更扎,泽根藏寨,4
19706,紫烟薰衣草庄园,没有,0
64027,赤壁,三国赤壁古战场,137
64027,赤壁,羊楼洞,19
64027,赤壁,陆水湖风景区,50
64027,赤壁,赤壁龙佑温泉度假区,28
64027,赤壁,春泉庄温泉,1
11610,川北,广汉三星堆博物馆,428
11610,川北,阆中古城,560
11610,川北,剑门关风景区,295
11610,川北,九皇山猿王洞,209
11610,川北,昭化古城,151
15979,安仁古镇,刘氏庄园博物馆,230
15979,安仁古镇,建川博物馆聚落,147
15979,安仁古镇,大邑小姐楼,12
15979,安仁古镇,刘文辉公馆,4
15979,安仁古镇,刘氏地主庄园,7
11799,黔西南,万峰林,487
11799,黔西南,马岭河大峡谷,441
11799,黔西南,万峰湖,97
11799,黔西南,马岭河峡谷,34
11799,黔西南,二十四道拐,52
63085,从江,加榜梯田,266
63085,从江,岜沙苗寨,353
63085,从江,小黄侗寨,116
63085,从江,加车村,39
63085,从江,占里侗寨,24
18309,波罗湖,波罗湖旅游区,6
16273,鄂州,西山风景区,45
16273,鄂州,鄂州莲花山,36
16273,鄂州,梁子湖生态旅游区,21
16273,鄂州,鄂州市博物馆,23
16273,鄂州,梁子岛生态旅游区,36
20955,镜泊湖,镜泊湖风景区,471
44453,内江,隆昌石牌坊旅游区,36
44453,内江,张大千纪念馆,50
44453,内江,内江圣水寺,34
44453,内江,罗泉古镇,12
44453,内江,古宇湖风景名胜区,19
16879,毕节,织金洞,442
16879,毕节,贵州百里杜鹃风景区,144
16879,毕节,草海自然保护区,256
16879,毕节,百草坪,84
16879,毕节,织金洞国家地质公园大峡谷(...,22
46641,汉源,轿顶山,67
46641,汉源,九襄古镇,56
46641,汉源,大渡河峡谷国家地质公园,64
46641,汉源,清溪古镇,11
46641,汉源,佛静山,3
11719,巴塘,毛垭大草原,173
11719,巴塘,措普沟国家森林公园,64
11719,巴塘,姊妹湖,97
11719,巴塘,格聂神山,58
11719,巴塘,措普湖,13
31110,镇宁,黄果树瀑布,2274
31110,镇宁,黄果树盆景园,232
31110,镇宁,冒水潭,68
31110,镇宁,石头寨,42
31110,镇宁,螺蛳滩瀑布,98
21374,洪湖,洪湖蓝田生态旅游风景区,64
21374,洪湖,瞿家湾革命纪念地,26
21374,洪湖,湘鄂西革命根据地纪念馆,14
21374,洪湖,瞿家湾镇,7
21374,洪湖,长江新螺段白鳍豚保护区,4
22068,雷山,西江千户苗寨,2582
22068,雷山,西江夜景,15
22068,雷山,赏江楼,43
22068,雷山,雷公山,33
17996,伏尔加庄园,没有,0
22068,雷山,开觉村,18
16463,犍为,罗城古镇,63
16463,犍为,同兴桫椤湖,16
16463,犍为,芭沟镇,7
16463,犍为,犍为文庙,20
16463,犍为,蜜蜂岩,8
62977,天门,陆羽纪念馆,33
62977,天门,东湖公园,2
62977,天门,陆羽故园,1
62977,天门,白龙寺,2
17256,钟祥,明显陵景区,68
17256,钟祥,黄仙洞,25
17256,钟祥,莫愁湖,15
17256,钟祥,钟祥博物馆,5
17256,钟祥,显陵,15
15983,马尔康,卓克基土司官寨,96
15983,马尔康,西索民居,45
15983,马尔康,三奥雪山,17
15983,马尔康,雅克夏雪山,35
15983,马尔康,色尔古藏寨,13
176726,甘南（齐齐哈尔）,音河水库风景区,0
27474,花溪,青岩古镇,1253
27474,花溪,贵阳花溪国家城市湿地公园,409
27474,花溪,天河潭,454
27474,花溪,花溪公园,459
27474,花溪,花溪夜郎谷,26
16306,哈仙岛,哈仙岛,89
33436,瓜皮岛,瓜皮岛,22
10401,威宁,草海自然保护区,256
10401,威宁,百草坪,84
10401,威宁,马摆大山,12
10401,威宁,石门坎,10
10401,威宁,泰丰园,3
64081,罗田,罗田天堂寨,74
64081,罗田,老塔山,1
64081,罗田,九资河,0
35073,天桥沟,天桥沟森林公园,76
15169,珍宝岛,没有,0
13816,平乐古镇,平乐古镇,265
13816,平乐古镇,平乐旅游区,8
37839,温江,泰迪熊博物馆,344
37839,温江,国色天香(乡)(摩天轮),88
37839,温江,四川农业大学(成都校区),14
37839,温江,温江城市公园,24
37839,温江,鱼凫国都温泉中心,15
17915,都匀,都匀斗篷山景区,37
17915,都匀,都匀石板街,34
17915,都匀,螺丝壳原始森林,13
17915,都匀,都匀剑江,15
17915,都匀,黔南州都匀西山公园,25
21530,大悟,宣化店谈判旧址,6
176804,乌马河,没有,0
21641,安陆,钱冲古银杏国家森林公园,38
21641,安陆,白兆山李白文化旅游区,21
63082,黎平,肇兴侗寨,584
63082,黎平,堂安侗寨,277
63082,黎平,堂安梯田,19
63082,黎平,黄岗侗寨,42
63082,黎平,黎平翘街,58
20469,浑河源,浑河源森林公园,5
64073,巴东,神农溪,62
64073,巴东,恩施清江风景旅游区,74
64073,巴东,四渡河大桥,22
64073,巴东,巴东长江大桥,20
64073,巴东,野三关,6
66245,荥经,牛背山,342
66245,荥经,四人同,190
66245,荥经,云峰寺,10
66245,荥经,龙苍沟,9
66245,荥经,光头山,1
20910,柳江古镇,曾家园,32
20910,柳江古镇,瓦屋山国家森林公园,6
10065,北京,故宫,11987
10065,北京,颐和园,7415
10065,北京,八达岭长城,7812
10065,北京,天坛,4797
10065,北京,景山公园,3677
63073,织金,织金洞,442
63073,织金,织金洞国家地质公园大峡谷(...,22
63073,织金,织金洞,1
62976,潜江,曹禺公园,17
62976,潜江,返湾湖风景区,1
62976,潜江,章华台,2
10099,上海,外滩,11965
10099,上海,上海迪士尼乐园,1361
10099,上海,田子坊,4735
10099,上海,老城隍庙旅游区,6418
10099,上海,南京路步行街,6585
28346,榕江,大利侗寨,52
28346,榕江,车江三宝侗寨,112
28346,榕江,宰荡侗寨,25
28346,榕江,车江古榕群,16
28346,榕江,摆贝苗寨,9
36836,金川,观音桥镇,60
36836,金川,沙耳乡,26
36836,金川,金川河谷,30
36836,金川,观音桥,5
36836,金川,土基钦波观音庙,3
15975,街子古镇,街子古镇田园茶庄,1
10315,唐克,红原大草原,199
10208,重庆,洪崖洞,5855
10208,重庆,磁器口古镇,6157
10208,重庆,解放碑,4909
10208,重庆,万州大瀑布群景区,1322
10208,重庆,朝天门,2776
10221,岜沙,没有,0
175214,江夏区,中山舰博物馆,47
175214,江夏区,龙泉山,19
175214,江夏区,中南财经政法大学,41
175214,江夏区,白云洞军事旅游风景区,7
175214,江夏区,武汉大学东湖分校(东大门),11
174428,盐源县,草海,1665
174428,盐源县,赵家湾(女神湾),880
174428,盐源县,走婚桥,1915
174428,盐源县,情人滩,777
174428,盐源县,情人树,709
143429,丹寨,高要梯田,18
143429,丹寨,石桥村,12
143429,丹寨,万达小镇,6
143429,丹寨,龙泉山,9
143429,丹寨,丹寨,2
17625,木里,木里大寺,15
17625,木里,白水河,5
17625,木里,长海子,3
17625,木里,云南堡瀑布,2
17625,木里,水洛乡,2
140666,长阳,清江画廊,326
140666,长阳,长阳中武当风景区,14
140666,长阳,宜昌清江方山风景区,4
140666,长阳,清江方山,2
63075,盘县,乌蒙大草原,30
63075,盘县,妥乐村,41
63075,盘县,坡上草原,28
63075,盘县,世界古银杏之乡,9
63075,盘县,丹霞山护国寺,13
10331,天龙屯堡,没有,0
10320,天津,天津之眼,3719
10320,天津,五大道,2614
10320,天津,意大利风情街,3081
10320,天津,古文化街,2750
10320,天津,海河,2137
84541,新都,成都宝光寺,188
84541,新都,新都桂湖公园,66
84541,新都,保利198公园,25
84541,新都,西南石油大学,15
84541,新都,升庵桂湖,15
63074,黔西,贵州百里杜鹃风景区,144
63074,黔西,水西古城,1
63074,黔西,柳岸水乡解放村景区,2
63074,黔西,乌江源百里画廊,0
140620,宜都,宜昌长江公路大桥,72
140620,宜都,古潮音洞,9
140620,宜都,宜都市奥陶纪石林景区,6
140620,宜都,三峡湿地·杨守敬书院风景...,3
140620,宜都,三峡九凤谷生态旅游度假区,4
10598,上里,韩家大院,25
10598,上里,水景街,2
10788,南漳,襄阳春秋寨景区,18
10788,南漳,翡翠峡景区,10
10788,南漳,香水河风景区,11
10788,南漳,香水河七彩瀑布风景区,20
10788,南漳,水镜庄,16
22024,郎德,郎德苗寨,165
206888,赤水河谷,赤水大瀑布景区,444
206888,赤水河谷,四洞沟景区,289
206888,赤水河谷,丙安古镇,231
206888,赤水河谷,佛光岩景区,184
206888,赤水河谷,遵义会议会址,475
18329,映秀,映秀地震遗址,388
18329,映秀,漩口中学地震遗址,178
18329,映秀,映秀地震遗址,133
18329,映秀,映秀东村,0
18427,郧西,上津古城,4
18427,郧西,郧西天河旅游区,3
18427,郧西,十堰龙潭河,4
18427,郧西,青龙山恐龙蛋化石群国家地...,5
18427,郧西,五龙河风景区,1
15980,新津,花舞人间景区,67
15980,新津,老君山,27
15980,新津,观音寺,25
15980,新津,梨花溪,15
15980,新津,知·美术馆,10
63080,桐梓,桐梓小西湖,10
63080,桐梓,黔北花海,4
63080,桐梓,上天池,1
63080,桐梓,水银河,8
63080,桐梓,贵州凤凰山国家森林公园,7
62978,仙桃,沔街,23
62978,仙桃,下查村,0
63461,宝兴,夹金山风景区,90
63461,宝兴,神木垒风景区,115
63461,宝兴,东拉山大峡谷,56
63461,宝兴,夹金山垭口,35
63461,宝兴,达瓦更扎,7
63044,平武,虎牙大峡谷,62
63044,平武,白马王朗国家级自然保护区,29
63044,平武,平武报恩寺,26
63044,平武,虎牙藏族乡,7
63044,平武,藏羌五龙村,2
24324,贵定,金海雪山,32
24324,贵定,贵定音寨,19
24324,贵定,剑江风景名胜区,3
24324,贵定,阳宝山,1
24324,贵定,金海雪山·四季花谷,1
18173,洪雅,柳江古镇,185
18173,洪雅,瓦屋山,55
18173,洪雅,峨眉半山七里坪温泉,23
18173,洪雅,槽渔滩风景名胜区,20
18173,洪雅,高庙古镇,29
143857,孝昌,双峰山国家森林公园,20
143857,孝昌,观音湖风景区,0
143857,孝昌,双峰山国家森林公园,0
27879,京山,绿林美人谷,21
27879,京山,绿林寨,22
27879,京山,京山天河风景区,10
27879,京山,茶花源风景区,5
27879,京山,太子山王莽洞景区,5
140745,英山县,湖北大别山主峰风景区,30
140745,英山县,狮子岩,1
140745,英山县,乌云山茶叶公园,2
140745,英山县,英山县天马寨风景区,1
140745,英山县,桃花冲森林公园,0
63081,三都,三都怎雷水寨,16
63081,三都,三洞乡,6
63081,三都,尧人山国家森林公园,8
63081,三都,仙石王,3
63081,三都,控抗苗寨,3
24438,广汉,广汉三星堆博物馆,428
24438,广汉,雒城,17
24438,广汉,中国民航飞行学院,26
24438,广汉,松林桃花,14
24438,广汉,广汉金雁湖,14
18264,红安,红安烈士陵园,6
18264,红安,红安天台山风景区,9
18264,红安,七里坪古镇,2
18264,红安,中国红安将军影视城,8
18264,红安,李先念故居,3
16871,开阳,南江大峡谷,188
16871,开阳,紫江地缝,10
16871,开阳,猴耳天坑风景区,9
16871,开阳,香火岩景区,6
16871,开阳,青龙十里画廊旅游区,7
63005,九龙,伍须海,49
63005,九龙,仙女湖,6
63005,九龙,猛董,2
63005,九龙,日鲁库草原,1
63005,九龙,鸡丑山,3
64082,黄梅,黄梅五祖寺,32
64082,黄梅,黄梅四祖寺,13
64082,黄梅,黄梅老祖寺,10
66243,小金,长坪沟,379
66243,小金,双桥沟,333
66243,小金,巴郎山,314
66243,小金,海子沟,165
66243,小金,猫鼻梁,171
64080,通山,九宫山,85
64080,通山,隐水洞地质公园,78
64080,通山,石龙峡,11
64080,通山,闯王陵,1
64080,通山,王明璠府第;畈上王湾,1
63078,晴隆,二十四道拐,52
63078,晴隆,中洞,13
63078,晴隆,晴隆二十四道拐景区,7
63078,晴隆,美军加油站,2
63078,晴隆,24道拐,0
63014,石棉县,孟获城,43
63014,石棉县,安顺场,33
63014,石棉县,中国工农红军强渡大渡河纪念馆,13
63014,石棉县,月亮湖旅游景区,7
63014,石棉县,扬扬拉错,2
175211,东西湖区,武汉海昌极地海洋公园,198
175211,东西湖区,石榴红村,17
175211,东西湖区,金银湖,17
175211,东西湖区,武汉三尤酒瓶博物馆,5
175211,东西湖区,武汉花世界,3
63057,南江,光雾山风景区,104
63057,南江,十八月潭,39
63057,南江,米仓山国家森林公园,41
63057,南江,光雾山小巫峡,14
63057,南江,光雾山桃园景区,22
175208,蔡甸区,武汉体育中心,61
175208,蔡甸区,武汉九真山风景区,16
175208,蔡甸区,汤湖公园,20
175208,蔡甸区,武汉大好河山休闲旅游区,4
175208,蔡甸区,九真山风景区,2
63039,金堂,五凤溪,68
63039,金堂,金堂云顶山风景区,36
63039,金堂,云顶石城,15
63039,金堂,三溪镇,6
63039,金堂,金堂芍药园,1
64077,当阳,关陵庙,27
64077,当阳,当阳玉泉寺风景区青龙洞,14
64077,当阳,长坂坡遗址,7
64077,当阳,百宝寨,7
64077,当阳,玉泉寺,1
21254,堂安,没有,0
143425,大方,贵州百里杜鹃风景区,144
143425,大方,奢香博物馆,17
143425,大方,慕俄格古城,14
143425,大方,油杉河景区,4
143425,大方,九洞天,0
140675,龙里,龙架山国家森林公园,13
140675,龙里,龙里大草原,36
27665,赫章,韭菜坪,9
27665,赫章,可乐古夜郎遗址,6
84660,龙泉驿,洛带古镇,892
84660,龙泉驿,龙泉花果山风景区,236
84660,龙泉驿,桃花故里,64
84660,龙泉驿,石经寺,46
84660,龙泉驿,百工堰公园,71
30045,秭归,屈原故里,131
30045,秭归,九畹溪,87
30045,秭归,三峡竹海,35
30045,秭归,屈原祠,15
30045,秭归,五龙风景区,1
143770,道真,中国傩城,5
140674,平塘,平塘天眼景区,42
140674,平塘,掌布风景区,15
140674,平塘,甲茶,10
140674,平塘,天文体验馆,4
140674,平塘,甲茶风景名胜区,2
28991,什邡,什邡蓥华山风景区,10
28991,什邡,红峡谷,12
28991,什邡,什邡罗汉寺,10
28991,什邡,钟鼎寺,7
28991,什邡,什邡渔江新村,6
63421,蕲春,华中影视城(赤龙湖景区),4
63421,蕲春,太平森林公园,2
63421,蕲春,黄冈市蕲春李时珍纪念馆,3
63421,蕲春,横岗山生态园,0
63421,蕲春,蕲春县将军山,0
27663,水磨古镇,没有,0
140601,仁怀,仁怀茅台镇,84
140601,仁怀,仁怀中国酒文化城,20
140601,仁怀,茅台天酿景区,9
140601,仁怀,赤水河谷旅游公路,7
140601,仁怀,茅台中国酒文化城,2
143843,大冶,小雷山,18
143843,大冶,铜绿山古铜矿遗址,13
143843,大冶,大冶市青龙山公园,6
143843,大冶,黄荆山风景区,5
143843,大冶,楚天香谷芳香文化博览园,1
35423,德格,雀儿山,73
35423,德格,德格印经院,77
35423,德格,马尼干戈,16
35423,德格,玛尼堆,11
35423,德格,更庆寺,9
63076,绥阳,红果树瀑布,14
